Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
OMRE,Indonesia Prima Property Tbk,1994-08-22,1745000000.0,Pengembangan,Properties & Real Estate,575,1003375000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
OPMS,Optima Prima Metal Sinergi Tbk,2019-09-23,1000000000.0,Pengembangan,Basic Materials,84,84000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-09-23,2023-01-06
PADA,Personel Alih Daya Tbk.,2022-12-08 00:00:00,3150000000.0,Pengembangan,Industrials,244,768600000000.0,2022-12-08 09:00:00,2023-01-06 15:59:00,2022-12-08 09:00:00,2023-01-06 15:00:00,2022-12-08,2023-01-06
PADI,Minna Padi Investama Sekuritas,2012-01-09,11307246524.0,Utama,Financials,50,565362326200.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-01-09,2023-01-06
PALM,Provident Agro Tbk.,2012-10-08,7119540356.0,Pengembangan,Consumer Non-Cyclicals,650,4627701231400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-10-08,2023-01-06
PAMG,Bima Sakti Pertiwi Tbk.,2019-07-05,3125000000.0,Utama,Properties & Real Estate,68,212500000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-05,2023-01-06
PANI,Pratama Abadi Nusa Industri Tb,2018-09-18,410000000.0,Pengembangan,Consumer Non-Cyclicals,990,405900000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-09-18,2023-01-06
PANR,Panorama Sentrawisata Tbk.,2001-09-18,1200000000.0,Utama,Consumer Cyclicals,535,642000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-09-18,2023-01-06
PANS,Panin Sekuritas Tbk.,2000-05-31,720000000.0,Utama,Financials,1825,1314000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PBID,Panca Budi Idaman Tbk.,2017-12-13,1875000000.0,Utama,Basic Materials,1575,2953125000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-12-13,2023-01-06
PBRX,Pan Brothers Tbk.,1990-08-16,6478295611.0,Utama,Consumer Cyclicals,100,647829561100.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PBSA,Paramita Bangun Sarana Tbk.,2016-09-28,1500000000.0,Utama,Infrastructures,298,447000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-09-28,2023-01-06
PCAR,Prima Cakrawala Abadi Tbk.,2017-12-29,1166666700.0,Pengembangan,Consumer Non-Cyclicals,81,94500002700.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-12-29,2023-01-06
PDES,Destinasi Tirta Nusantara Tbk,2008-07-08,715000000.0,Pengembangan,Consumer Cyclicals,306,218790000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2008-07-08,2023-01-06
PDPP,Primadaya Plastisindo Tbk.,2022-11-09 00:00:00,2500000000.0,Pengembangan,Basic Materials,202,505000000000.0,2022-11-09 09:00:00,2023-01-06 15:59:00,2022-11-09 09:00:00,2023-01-06 15:00:00,2022-11-10,2023-01-06
PEGE,Panca Global Kapital Tbk.,2005-06-24,2833417056.0,Pengembangan,Financials,434,1229703002304.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2005-06-24,2023-01-06
PEHA,Phapros Tbk.,2018-12-26,840000000.0,Utama,Healthcare,680,571200000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-12-26,2023-01-06
PGAS,Perusahaan Gas Negara Tbk.,2003-12-15,24241508196.0,Utama,Energy,1585,38422790490660.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2003-12-15,2023-01-06
PGJO,Tourindo Guide Indonesia Tbk.,2020-01-08,759859095.0,Akselerasi,Technology,76,57749291220.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-01-08,2023-01-06
PGLI,Pembangunan Graha Lestari Inda,2000-04-05,488000000.0,Pengembangan,Consumer Cyclicals,268,130784000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PGUN,Pradiksi Gunatama Tbk.,2020-07-07,4998360000.0,Utama,Consumer Non-Cyclicals,950,4748442000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-07-07 09:00:00,2023-01-06 15:00:00,2020-07-07,2023-01-06
PICO,Pelangi Indah Canindo Tbk,1996-09-23,568375000.0,Pengembangan,Basic Materials,224,127316000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PJAA,Pembangunan Jaya Ancol Tbk.,2004-07-02,1599999996.0,Utama,Consumer Cyclicals,695,1111999997220.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2004-07-02,2023-01-06
PKPK,Perdana Karya Perkasa Tbk,2007-07-11,600000000.0,Pengembangan,Energy,280,168000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-07-11,2023-01-06
PLAN,Planet Properindo Jaya Tbk.,2020-09-15,892863102.0,Akselerasi,Consumer Cyclicals,28,25000166856.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-15 09:00:00,2023-01-06 15:00:00,2020-09-15,2023-01-06
PLAS,Polaris Investama Tbk,2001-03-16,1184200000.0,Pengembangan,Financials,50,59210000000.0,2021-11-01 09:00:00,2023-01-06 21:30:00,2020-04-16 09:00:00,2023-01-06 21:30:00,2001-04-16,2023-01-06
PLIN,Plaza Indonesia Realty Tbk.,1992-06-15,3550000000.0,Utama,Properties & Real Estate,2250,7987500000000.0,2021-12-27 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PMJS,Putra Mandiri Jembar Tbk.,2019-12-18,13755600000.0,Pengembangan,Consumer Cyclicals,156,2145873600000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-12-18,2023-01-06
PMMP,Panca Mitra Multiperdana Tbk.,2020-12-18,2353000000.0,Utama,Consumer Non-Cyclicals,370,870610000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-12-18 09:00:00,2023-01-06 15:00:00,2020-12-18,2023-01-06
PNBN,Bank Pan Indonesia Tbk,1982-12-29,23837645998.0,Utama,Financials,1255,29916245727490.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PNBS,Bank Panin Dubai Syariah Tbk.,2014-01-15,38425504906.0,Utama,Financials,64,2459232313984.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-01-15,2023-01-06
PNGO,Pinago Utama Tbk.,2020-08-31,781250000.0,Pengembangan,Basic Materials,1295,1011718750000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-08-31 09:00:00,2023-01-06 15:00:00,2020-08-31,2023-01-06
PNIN,Paninvest Tbk.,1983-09-20,4068323920.0,Utama,Financials,1185,4820963845200.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PNLF,Panin Financial Tbk.,1983-06-14,32022073293.0,Utama,Financials,310,9926842720830.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PNSE,Pudjiadi & Sons Tbk.,1990-05-01,797813496.0,Pengembangan,Consumer Cyclicals,418,333486041328.0,2021-11-01 09:00:00,2022-12-02 15:59:00,2020-04-16 09:00:00,2022-12-02 16:00:00,2001-04-16,2023-01-06
POLA,Pool Advista Finance Tbk.,2018-11-16,2729385000.0,Pengembangan,Financials,67,182868795000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-11-16,2023-01-06
POLI,Pollux Hotels Group Tbk.,2019-01-10,2010526400.0,Pengembangan,Properties & Real Estate,790,1588315856000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-01-10,2023-01-06
POLL,Pollux Properties Indonesia Tb,2018-07-11,8318823600.0,Utama,Properties & Real Estate,202,1680402367200.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-07-11,2023-01-06
POLU,Golden Flower Tbk.,2019-06-26,750000000.0,Pengembangan,Consumer Cyclicals,322,241500000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-06-26,2023-01-06
POLY,Asia Pacific Fibers Tbk,1991-03-12,2495753334.0,Pengembangan,Consumer Cyclicals,53,132274926702.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
POOL,Pool Advista Indonesia Tbk.,1991-05-20,2341366264.0,Pengembangan,Financials,50,117068313200.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2023-01-06
PORT,Nusantara Pelabuhan Handal Tbk,2017-03-16,2813941985.0,Pengembangan,Infrastructures,915,2574756916275.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-03-16,2023-01-06
POSA,Bliss Properti Indonesia Tbk.,2019-05-10,8388870206.0,Pengembangan,Properties & Real Estate,50,419443510300.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-05-10,2023-01-06
POWR,Cikarang Listrindo Tbk.,2016-06-14,16087156000.0,Pengembangan,Infrastructures,655,10537087180000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-06-14,2023-01-06
PPGL,Prima Globalindo Logistik Tbk.,2020-07-20,750021441.0,Akselerasi,Transportation & Logistic,130,97502787330.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-07-20 09:00:00,2023-01-06 15:00:00,2020-07-20,2023-01-06
PPRE,PP Presisi Tbk.,2017-11-24,10224271000.0,Utama,Infrastructures,120,1226912520000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-11-24,2023-01-06
PPRO,PP Properti Tbk.,2015-05-19,61675671883.0,Utama,Properties & Real Estate,50,3083783594150.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-05-19,2023-01-06
PRAS,Prima Alloy Steel Universal Tb,1990-07-12,701043478.0,Utama,Consumer Cyclicals,130,91135652140.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PRAY,Famon Awal Bros Sedaya Tbk.,2022-11-08 00:00:00,13959422300.0,Utama,Healthcare,740,10329972502000.0,2022-11-08 09:00:00,2023-01-06 15:59:00,2022-11-08 09:00:00,2023-01-06 15:00:00,2022-11-09,2023-01-06
PRDA,Prodia Widyahusada Tbk.,2016-12-07,937500000.0,Utama,Healthcare,5375,5039062500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-12-07,2023-01-06
PRIM,Royal Prima Tbk.,2018-05-15,3393434905.0,Pengembangan,Healthcare,177,600637978185.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-05-15,2023-01-06
PSAB,J Resources Asia Pasifik Tbk.,2003-04-22,26460000000.0,Pengembangan,Basic Materials,112,2963520000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2003-04-22,2023-01-06
PSDN,Prasidha Aneka Niaga Tbk,1994-10-18,1440000000.0,Pengembangan,Consumer Non-Cyclicals,80,115200000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PSGO,Palma Serasih Tbk.,2019-11-25,18850000000.0,Pengembangan,Consumer Non-Cyclicals,156,2940600000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-11-25,2023-01-06
PSKT,Red Planet Indonesia Tbk.,1995-09-19,10351231636.0,Pengembangan,Consumer Cyclicals,65,672830056340.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PSSI,Pelita Samudera Shipping Tbk.,2017-12-05,5417063153.0,Utama,Energy,595,3223152576035.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-12-05,2023-01-06
PTBA,Bukit Asam Tbk.,2002-12-23,11520659250.0,Utama,Energy,3430,39515861227500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-12-23,2023-01-06
PTDU,Djasa Ubersakti Tbk.,2020-12-08,1500000000.0,Pengembangan,Infrastructures,54,81000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-12-08 09:00:00,2023-01-06 15:00:00,2020-12-08,2023-01-06
PTIS,Indo Straits Tbk.,2011-07-12,550165300.0,Utama,Energy,540,297089262000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-07-12,2023-01-06
PTPP,PP (Persero) Tbk.,2010-02-09,6199897354.0,Utama,Infrastructures,695,4308928661030.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-02-09,2023-01-06
PTPW,Pratama Widya Tbk.,2020-02-07,878187500.0,Pengembangan,Infrastructures,875,768414062500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-02-07,2023-01-06
PTRO,Petrosea Tbk.,1990-05-21,1008605000.0,Utama,Energy,4190,4226054950000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PTSN,Sat Nusapersada Tbk,2007-11-08,5314344000.0,Utama,Technology,187,993782328000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-11-08,2023-01-06
PTSP,Pioneerindo Gourmet Internatio,1994-05-30,220808000.0,Pengembangan,Consumer Cyclicals,3400,750747200000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PUDP,Pudjiadi Prestige Tbk.,1994-11-18,329560000.0,Utama,Properties & Real Estate,352,116005120000.0,2021-11-01 09:00:00,2022-12-30 15:59:00,2020-04-16 09:00:00,2022-12-30 15:00:00,2001-04-16,2023-01-06
PURA,Putra Rajawali Kencana Tbk.,2020-01-22,5946264082.0,Pengembangan,Transportation & Logistic,50,297313204100.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-01-22,2023-01-06
PURE,Trinitan Metals and Minerals T,2019-10-09,1375181505.0,Utama,Basic Materials,51,70134256755.0,2021-11-01 09:00:00,2022-07-29 15:59:00,2020-04-16 09:00:00,2022-07-29 16:00:00,2019-10-09,2023-01-06
PURI,Puri Global Sukses Tbk.,2020-09-08,1000000000.0,Pengembangan,Properties & Real Estate,238,238000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-08 09:00:00,2023-01-06 15:00:00,2020-09-08,2023-01-06
PWON,Pakuwon Jati Tbk.,1989-10-09,48159602400.0,Utama,Properties & Real Estate,448,21575501875200.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
PYFA,Pyridam Farma Tbk,2001-10-16,535080000.0,Pengembangan,Healthcare,855,457493400000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-10-16,2023-01-06
PZZA,Sarimelati Kencana Tbk.,2018-05-23,3021875000.0,Utama,Consumer Cyclicals,530,1601593750000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-05-23,2023-01-06
RAFI,Sari Kreasi Boga Tbk.,2022-08-05,3128090000.0,Pengembangan,Consumer Cyclicals,124,387883160000.0,2022-08-05 09:00:00,2023-01-06 15:59:00,2022-08-05 09:00:00,2023-01-06 15:00:00,2022-08-05,2023-01-06
RAJA,Rukun Raharja Tbk.,2006-04-19,4227082500.0,Utama,Energy,1035,4375030387500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2006-04-19,2023-01-06
RALS,Ramayana Lestari Sentosa Tbk.,1996-07-24,7096000000.0,Utama,Consumer Cyclicals,640,4541440000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2022-04-18,2023-01-06
RANC,Supra Boga Lestari Tbk.,2012-06-07,1564487500.0,Utama,Consumer Non-Cyclicals,795,1243767562500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-06-07,2023-01-06
RBMS,Ristia Bintang Mahkotasejati T,1997-12-19,2656212826.0,Utama,Properties & Real Estate,50,132810641300.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
RCCC,Utama Radar Cahaya Tbk.,2022-08-02,750000000.0,Akselerasi,Transportation & Logistic,130,97500000000.0,2022-08-02 09:00:00,2023-01-06 15:59:00,2022-08-02 09:00:00,2023-01-06 15:00:00,2022-08-02,2023-01-06
RDTX,Roda Vivatex Tbk,1990-05-14,268800000.0,Utama,Properties & Real Estate,10000,2688000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
REAL,Repower Asia Indonesia Tbk.,2019-12-06,6633610151.0,Pengembangan,Properties & Real Estate,50,331680507550.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-12-06,2023-01-06
RELI,Reliance Sekuritas Indonesia T,2005-07-13,1800000000.0,Utama,Financials,550,990000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2005-07-13,2023-01-06
RICY,Ricky Putra Globalindo Tbk,1998-01-22,641717510.0,Utama,Consumer Cyclicals,81,51979118310.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
RIGS,Rig Tenders Indonesia Tbk.,1990-03-05,609130000.0,Pengembangan,Energy,494,300910220000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
RIMO,Rimo International Lestari Tbk,2000-11-10,45080600000.0,Pengembangan,Properties & Real Estate,50,2254030000000.0,,,,,2001-04-16,2023-01-06
RISE,Jaya Sukses Makmur Sentosa Tbk,2018-07-09,10945000000.0,Pengembangan,Consumer Cyclicals,975,10671375000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-07-09,2023-01-06
RMBA,Bentoel Internasional Investam,1990-03-05,36401136250.0,Utama,Consumer Non-Cyclicals,306,11138747692500.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2022-04-18,2023-01-06
RMKE,RMK Energy Tbk.,2021-12-07,4375000000.0,Utama,Energy,930,4068750000000.0,2021-12-07 09:00:00,2023-01-06 15:59:00,2021-12-07 09:00:00,2023-01-06 15:00:00,2021-12-07,2023-01-06
ROCK,Rockfields Properti Indonesia ,2020-09-10,1435185100.0,Pengembangan,Properties & Real Estate,294,421944419400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-10 09:00:00,2023-01-06 15:00:00,2020-09-10,2023-01-06
RODA,Pikko Land Development Tbk.,2001-10-22,13592128209.0,Pengembangan,Properties & Real Estate,54,733974923286.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-10-22,2023-01-06
RONY,Aesler Grup Internasional Tbk.,2020-04-09,1250000000.0,Pengembangan,Infrastructures,800,1000000000000.0,2021-11-01 09:00:00,2021-12-31 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2020-04-09,2023-01-06
ROTI,Nippon Indosari Corpindo Tbk.,2010-06-28,6186488888.0,Utama,Consumer Non-Cyclicals,1300,8042435554400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2022-04-18,2023-01-06
RSGK,Kedoya Adyaraya Tbk.,2021-09-08,929675000.0,Utama,Healthcare,1090,1013345750000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-08 09:00:00,2023-01-06 15:00:00,2021-09-08,2023-01-06
RUIS,Radiant Utama Interinsco Tbk.,2006-07-12,770000000.0,Pengembangan,Energy,308,237160000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2022-04-18,2023-01-06
RUNS,Global Sukses Solusi Tbk.,2021-09-08,983557875.0,Akselerasi,Technology,162,159336375750.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-08 09:00:00,2023-01-06 15:00:00,2021-09-08,2023-01-06
SAFE,Steady Safe Tbk,1994-08-15,615145012.0,Pengembangan,Transportation & Logistic,220,135331902640.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
SAME,Sarana Meditama Metropolitan T,2013-01-11,17113987263.0,Pengembangan,Healthcare,286,4894600357218.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-01-11,2023-01-06
SAMF,Saraswanti Anugerah Makmur Tbk,2020-03-31,5125000000.0,Utama,Basic Materials,416,2132000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-03-31,2023-01-06
SAPX,Satria Antaran Prima Tbk.,2018-10-03,833333300.0,Pengembangan,Transportation & Logistic,815,679166639500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-10-03,2023-01-06
SATU,Kota Satu Properti Tbk.,2018-11-05,1375000000.0,Pengembangan,Properties & Real Estate,69,94875000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-11-05,2023-01-06
SBAT,Sejahtera Bintang Abadi Textil,2020-04-08,4752933307.0,Pengembangan,Consumer Cyclicals,50,237646665350.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-04-08,2023-01-06
SBMA,Surya Biru Murni Acetylene Tbk,2021-09-08,929483277.0,Pengembangan,Basic Materials,202,187755621954.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-08 09:00:00,2023-01-06 15:00:00,2021-09-08,2023-01-06
SCCO,Supreme Cable Manufacturing & ,1982-07-20,205583400.0,Utama,Industrials,8425,1732040145000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
SCMA,Surya Citra Media Tbk.,2002-07-16,73970569505.0,Utama,Consumer Cyclicals,206,15237937318030.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-07-16,2023-01-06
SCNP,Selaras Citra Nusantara Perkas,2020-09-07,2500000000.0,Pengembangan,Consumer Cyclicals,242,605000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-07 09:00:00,2023-01-06 15:00:00,2020-09-07,2023-01-06
SCPI,Organon Pharma Indonesia Tbk.,1990-06-08,3600000.0,Pengembangan,Healthcare,29000,104400000000.0,2021-11-01 09:00:00,2023-01-06 21:30:00,2020-04-16 09:00:00,2023-01-06 21:30:00,2001-04-16,2023-01-06
SDMU,Sidomulyo Selaras Tbk.,2011-07-12,1135225000.0,Pengembangan,Transportation & Logistic,65,73789625000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-07-12,2023-01-06
SDPC,Millennium Pharmacon Internati,1990-05-07,1274000000.0,Utama,Consumer Non-Cyclicals,258,328692000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
SDRA,Bank Woori Saudara Indonesia 1,2006-12-15,8482552020.0,Utama,Financials,565,4792641891300.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2006-12-15,2023-01-06
SEMA,Semacom Integrated Tbk.,2022-01-10,1347000000.0,Pengembangan,Energy,147,198009000000.0,2022-01-10 09:00:00,2023-01-06 15:59:00,2022-01-10 09:00:00,2023-01-06 15:00:00,2022-01-10,2023-01-06
SFAN,Surya Fajar Capital Tbk.,2019-06-19,1359934021.0,Pengembangan,Financials,1880,2556675959480.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-06-19,2023-01-06
SGER,Sumber Global Energy Tbk.,2020-08-10,1959427139.0,Pengembangan,Energy,605,1185453419095.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-08-10 09:00:00,2023-01-06 15:00:00,2020-08-10,2023-01-06
SGRO,Sampoerna Agro Tbk.,2007-06-18,1818622000.0,Utama,Consumer Non-Cyclicals,2080,3782733760000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-06-18,2023-01-06
SHID,Hotel Sahid Jaya International,1990-05-08,1119326168.0,Pengembangan,Consumer Cyclicals,2440,2731155849920.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
